i,j,k,Alt_Si3N4,Anc_Si3N4,lambda,n_eff,A_eff,lambda_nm
87,2,8,0.8666666666666667,0.6666666666666666,0.8930612244897959,1.8705046054074683,4.1254189733466217e-13,893.0612244897959
87,2,9,0.9333333333333333,0.6666666666666666,0.8930612244897959,1.8760820023864495,4.375313369357354e-13,893.0612244897959
87,2,10,1.0,0.6666666666666666,0.8930612244897959,1.880683443022861,4.623761075811807e-13,893.0612244897959
87,3,1,0.4,0.8333333333333333,0.8930612244897959,1.8012393589570128,2.835745486841408e-13,893.0612244897959
87,3,2,0.4666666666666667,0.8333333333333333,0.8930612244897959,1.8305814788154333,3.0683823514346687e-13,893.0612244897959
87,3,3,0.5333333333333333,0.8333333333333333,0.8930612244897959,1.8523832998555192,3.3204880651911345e-13,893.0612244897959
87,3,4,0.6000000000000001,0.8333333333333333,0.8930612244897959,1.8687596147534504,3.582997266917727e-13,893.0612244897959
87,3,5,0.6666666666666667,0.8333333333333333,0.8930612244897959,1.881560292204663,3.855261344996612e-13,893.0612244897959
87,3,6,0.7333333333333334,0.8333333333333333,0.8930612244897959,1.8915585772363406,4.1289493494990834e-13,893.0612244897959
87,3,7,0.8,0.8333333333333333,0.8930612244897959,1.8996658625775427,4.4092540686060393e-13,893.0612244897959
87,3,8,0.8666666666666667,0.8333333333333333,0.8930612244897959,1.9062475218654218,4.691004769613055e-13,893.0612244897959
87,3,9,0.9333333333333333,0.8333333333333333,0.8930612244897959,1.9117301094402646,4.977051877308092e-13,893.0612244897959
87,3,10,1.0,0.8333333333333333,0.8930612244897959,1.9162574065593365,5.261757025018331e-13,893.0612244897959
87,4,1,0.4,1.0,0.8930612244897959,1.8221752064708068,3.2177759974891943e-13,893.0612244897959
87,4,2,0.4666666666666667,1.0,0.8930612244897959,1.8512851613693422,3.4879988411925207e-13,893.0612244897959
87,4,3,0.5333333333333333,1.0,0.8930612244897959,1.8729302365280727,3.780928141406358e-13,893.0612244897959
87,4,4,0.6000000000000001,1.0,0.8930612244897959,1.8891687007601818,4.083996108439436e-13,893.0612244897959
87,4,5,0.6666666666666667,1.0,0.8930612244897959,1.9018449884081194,4.3967593562670246e-13,893.0612244897959
87,4,6,0.7333333333333334,1.0,0.8930612244897959,1.9117588447482212,4.711911034914945e-13,893.0612244897959
87,4,7,0.8,1.0,0.8930612244897959,1.9197904476618686,5.033921585709218e-13,893.0612244897959
87,4,8,0.8666666666666667,1.0,0.8930612244897959,1.9263031088629687,5.356709030673292e-13,893.0612244897959
87,4,9,0.9333333333333333,1.0,0.8930612244897959,1.9317370978604622,5.685193946056923e-13,893.0612244897959
87,4,10,1.0,1.0,0.8930612244897959,1.9362202264279154,6.011649985919693e-13,893.0612244897959
87,5,1,0.4,1.1666666666666665,0.8930612244897959,1.8348553606697438,3.6239981449968514e-13,893.0612244897959
87,5,2,0.4666666666666667,1.1666666666666665,0.8930612244897959,1.8638406533996545,3.933720466594313e-13,893.0612244897959
87,5,3,0.5333333333333333,1.1666666666666665,0.8930612244897959,1.885380308218107,4.267753282855468e-13,893.0612244897959
87,5,4,0.6000000000000001,1.1666666666666665,0.8930612244897959,1.9015342755642102,4.612593438825162e-13,893.0612244897959
87,5,5,0.6666666666666667,1.1666666666666665,0.8930612244897959,1.9141446091516494,4.968128692975453e-13,893.0612244897959
87,5,6,0.7333333333333334,1.1666666666666665,0.8930612244897959,1.9240037505347392,5.325905571956339e-13,893.0612244897959
87,5,7,0.8,1.1666666666666665,0.8930612244897959,1.9319895904985038,5.691240351689858e-13,893.0612244897959
87,5,8,0.8666666666666667,1.1666666666666665,0.8930612244897959,1.938465996845812,6.057400618612689e-13,893.0612244897959
87,5,9,0.9333333333333333,1.1666666666666665,0.8930612244897959,1.94386835359268,6.42977795490911e-13,893.0612244897959
87,5,10,1.0,1.1666666666666665,0.8930612244897959,1.948324943348897,6.799761768099708e-13,893.0612244897959
87,6,1,0.4,1.3333333333333333,0.8930612244897959,1.8431870717681844,4.046678706149624e-13,893.0612244897959
87,6,2,0.4666666666666667,1.3333333333333333,0.8930612244897959,1.8720909040652502,4.3972679371749176e-13,893.0612244897959
87,6,3,0.5333333333333333,1.3333333333333333,0.8930612244897959,1.893554738344951,4.772844584681559e-13,893.0612244897959
87,6,4,0.6000000000000001,1.3333333333333333,0.8930612244897959,1.9096524088228466,5.160530969455459e-13,893.0612244897959
87,6,5,0.6666666666666667,1.3333333333333333,0.8930612244897959,1.9222210623082763,5.560410588417042e-13,893.0612244897959
87,6,6,0.7333333333333334,1.3333333333333333,0.8930612244897959,1.9320420758467622,5.961767301025117e-13,893.0612244897959
87,6,7,0.8,1.3333333333333333,0.8930612244897959,1.939997924523073,6.37172450119081e-13,893.0612244897959
87,6,8,0.8666666666666667,1.3333333333333333,0.8930612244897959,1.946451708493957,6.782850659096998e-13,893.0612244897959
87,6,9,0.9333333333333333,1.3333333333333333,0.8930612244897959,1.951832228965103,7.200282868191481e-13,893.0612244897959
87,6,10,1.0,1.3333333333333333,0.8930612244897959,1.956271514075391,7.615170462715125e-13,893.0612244897959
87,7,1,0.4,1.5,0.8930612244897959,1.8490286232922644,4.486420294839843e-13,893.0612244897959
87,7,2,0.4666666666666667,1.5,0.8930612244897959,1.8778550714572686,4.876782711194423e-13,893.0612244897959
87,7,3,0.5333333333333333,1.5,0.8930612244897959,1.899266746710436,5.295597177704938e-13,893.0612244897959
87,7,4,0.6000000000000001,1.5,0.8930612244897959,1.915322160160893,5.727138185844399e-13,893.0612244897959
87,7,5,0.6666666666666667,1.5,0.8930612244897959,1.9278543220210909,6.171512487234042e-13,893.0612244897959
87,7,6,0.7333333333333334,1.5,0.8930612244897959,1.93764994533381,6.618080322641492e-13,893.0612244897959
87,7,7,0.8,1.5,0.8930612244897959,1.945584006288778,7.073890468703718e-13,893.0612244897959
87,7,8,0.8666666666666667,1.5,0.8930612244897959,1.9520183591365492,7.530557808125631e-13,893.0612244897959
87,7,9,0.9333333333333333,1.5,0.8930612244897959,1.9573847633228876,7.994688270583192e-13,893.0612244897959
87,7,10,1.0,1.5,0.8930612244897959,1.9618116299847883,8.455768741957396e-13,893.0612244897959
87,8,1,0.4,1.6666666666666665,0.8930612244897959,1.8531894092246395,4.926994934654963e-13,893.0612244897959
87,8,2,0.4666666666666667,1.6666666666666665,0.8930612244897959,1.881967486942452,5.358020229010253e-13,893.0612244897959
87,8,3,0.5333333333333333,1.6666666666666665,0.8930612244897959,1.9033410565453093,5.819760890244621e-13,893.0612244897959
87,8,4,0.6000000000000001,1.6666666666666665,0.8930612244897959,1.9193668370587467,6.29517907763338e-13,893.0612244897959
87,8,5,0.6666666666666667,1.6666666666666665,0.8930612244897959,1.93187600058231,6.78461183750689e-13,893.0612244897959
87,8,6,0.7333333333333334,1.6666666666666665,0.8930612244897959,1.941653105914375,7.276271753927053e-13,893.0612244897959
87,8,7,0.8,1.6666666666666665,0.8930612244897959,1.9495718458199447,7.777993205444841e-13,893.0612244897959
87,8,8,0.8666666666666667,1.6666666666666665,0.8930612244897959,1.9559939853252286,8.28064303157994e-13,893.0612244897959
87,8,9,0.9333333333333333,1.6666666666666665,0.8930612244897959,1.961349947243738,8.791409537707309e-13,893.0612244897959
87,8,10,1.0,1.6666666666666665,0.8930612244897959,1.9657680885202635,9.29877127723309e-13,893.0612244897959
87,9,1,0.4,1.8333333333333333,0.8930612244897959,1.856281942944919,5.370660605953971e-13,893.0612244897959
87,9,2,0.4666666666666667,1.8333333333333333,0.8930612244897959,1.885026047112039,5.84314567886827e-13,893.0612244897959
87,9,3,0.5333333333333333,1.8333333333333333,0.8930612244897959,1.906369815845314,6.347688114337515e-13,893.0612244897959
87,9,4,0.6000000000000001,1.8333333333333333,0.8930612244897959,1.9223737002221266,6.867250685876692e-13,893.0612244897959
87,9,5,0.6666666666666667,1.8333333333333333,0.8930612244897959,1.9348667928924959,7.402351387502218e-13,893.0612244897959
87,9,6,0.7333333333333334,1.8333333333333333,0.8930612244897959,1.944629552837342,7.939177754932414e-13,893.0612244897959
87,9,7,0.8,1.8333333333333333,0.8930612244897959,1.9525370138463243,8.487109158025147e-13,893.0612244897959
87,9,8,0.8666666666666667,1.8333333333333333,0.8930612244897959,1.9589506635219394,9.036268922547116e-13,893.0612244897959
87,9,9,0.9333333333333333,1.8333333333333333,0.8930612244897959,1.9642985395848194,9.593828582672111e-13,893.0612244897959
87,9,10,1.0,1.8333333333333333,0.8930612244897959,1.9687102652991884,1.0147785529694948e-12,893.0612244897959
87,10,1,0.4,2.0,0.8930612244897959,1.858688648503557,5.826398812629402e-13,893.0612244897959
87,10,2,0.4666666666666667,2.0,0.8930612244897959,1.8873988327281,6.339496295721454e-13,893.0612244897959
87,10,3,0.5333333333333333,2.0,0.8930612244897959,1.9087198447536438,6.888110754636467e-13,893.0612244897959
87,10,4,0.6000000000000001,2.0,0.8930612244897959,1.924705736172641,7.452574212278071e-13,893.0612244897959
87,10,5,0.6666666666666667,2.0,0.8930612244897959,1.9371835356951463,8.033391905541643e-13,893.0612244897959
87,10,6,0.7333333333333334,2.0,0.8930612244897959,1.9469356046277762,8.616574824991587e-13,893.0612244897959
87,10,7,0.8,2.0,0.8930612244897959,1.9548340147330145,9.211605084796173e-13,893.0612244897959
87,10,8,0.8666666666666667,2.0,0.8930612244897959,1.9612396619543595,9.807642674423714e-13,893.0612244897959
87,10,9,0.9333333333333333,2.0,0.8930612244897959,1.9665816778398753,1.0413181913074583e-12,893.0612244897959
87,10,10,1.0,2.0,0.8930612244897959,1.9709883017858552,1.1014653367223736e-12,893.0612244897959
88,1,1,0.4,0.5,0.9039795918367346,1.6811916477042144,2.4425249120477527e-13,903.9795918367346
88,1,2,0.4666666666666667,0.5,0.9039795918367346,1.71112067850053,2.5964299473655995e-13,903.9795918367346
88,1,3,0.5333333333333333,0.5,0.9039795918367346,1.733800105740019,2.7813268941211905e-13,903.9795918367346
88,1,4,0.6000000000000001,0.5,0.9039795918367346,1.750938795500046,2.9784174088582904e-13,903.9795918367346
88,1,5,0.6666666666666667,0.5,0.9039795918367346,1.76434480895448,3.1846520137313826e-13,903.9795918367346
88,1,6,0.7333333333333334,0.5,0.9039795918367346,1.7749393066447767,3.39761133151292e-13,903.9795918367346
88,1,7,0.8,0.5,0.9039795918367346,1.783543564932998,3.616400595220851e-13,903.9795918367346
88,1,8,0.8666666666666667,0.5,0.9039795918367346,1.7905092899513164,3.835857593160528e-13,903.9795918367346
88,1,9,0.9333333333333333,0.5,0.9039795918367346,1.7963678238278038,4.062050349361484e-13,903.9795918367346
88,1,10,1.0,0.5,0.9039795918367346,1.8012047014318093,4.2871014132676584e-13,903.9795918367346
88,2,1,0.4,0.6666666666666666,0.9039795918367346,1.758686975151635,2.5655352239989847e-13,903.9795918367346
88,2,2,0.4666666666666667,0.6666666666666666,0.9039795918367346,1.7886110387841372,2.7578797223104826e-13,903.9795918367346
88,2,3,0.5333333333333333,0.6666666666666666,0.9039795918367346,1.8110022218445994,2.9739111378124324e-13,903.9795918367346
88,2,4,0.6000000000000001,0.6666666666666666,0.9039795918367346,1.8278474501475979,3.200136535234065e-13,903.9795918367346
88,2,5,0.6666666666666667,0.6666666666666666,0.9039795918367346,1.8410188586822065,3.435147554459516e-13,903.9795918367346
88,2,6,0.7333333333333334,0.6666666666666666,0.9039795918367346,1.8513542049076124,3.6740794414868946e-13,903.9795918367346
88,2,7,0.8,0.6666666666666666,0.9039795918367346,1.859735900113309,3.918822160572389e-13,903.9795918367346
88,2,8,0.8666666666666667,0.6666666666666666,0.9039795918367346,1.866534670628342,4.16447598586798e-13,903.9795918367346
88,2,9,0.9333333333333333,0.6666666666666666,0.9039795918367346,1.8722202053505104,4.4155524407467487e-13,903.9795918367346
88,2,10,1.0,0.6666666666666666,0.9039795918367346,1.876913005365097,4.665245504714502e-13,903.9795918367346
88,3,1,0.4,0.8333333333333333,0.9039795918367346,1.7965039036112214,2.868983817503051e-13,903.9795918367346
88,3,2,0.4666666666666667,0.8333333333333333,0.9039795918367346,1.8262275878449916,3.100128651654209e-13,903.9795918367346
88,3,3,0.5333333333333333,0.8333333333333333,0.9039795918367346,1.8483453069696891,3.351556252502564e-13,903.9795918367346
88,3,4,0.6000000000000001,0.8333333333333333,0.9039795918367346,1.864980439138966,3.613950043538897e-13,903.9795918367346
88,3,5,0.6666666666666667,0.8333333333333333,0.9039795918367346,1.8779949904954352,3.886427507821318e-13,903.9795918367346
88,3,6,0.7333333333333334,0.8333333333333333,0.9039795918367346,1.88816725255945,4.160517494340489e-13,903.9795918367346
88,3,7,0.8,0.8333333333333333,0.9039795918367346,1.8964218237515085,4.441424935220153e-13,903.9795918367346
88,3,8,0.8666666666666667,0.8333333333333333,0.9039795918367346,1.9031264175502833,4.723887755261871e-13,903.9795918367346
88,3,9,0.9333333333333333,0.8333333333333333,0.9039795918367346,1.9087135183937483,5.010712978769433e-13,903.9795918367346
88,3,10,1.0,0.8333333333333333,0.9039795918367346,1.9133294728688819,5.296286439249353e-13,903.9795918367346
88,4,1,0.4,1.0,0.9039795918367346,1.817942109549928,3.2499513771039907e-13,903.9795918367346
88,4,2,0.4666666666666667,1.0,0.9039795918367346,1.8474296701490835,3.518450360937267e-13,903.9795918367346
88,4,3,0.5333333333333333,1.0,0.9039795918367346,1.8693879588174875,3.810529765596864e-13,903.9795918367346
88,4,4,0.6000000000000001,1.0,0.9039795918367346,1.8858814765000682,4.1132664222175116e-13,903.9795918367346
88,4,5,0.6666666666666667,1.0,0.9039795918367346,1.898767467096042,4.425984409550516e-13,903.9795918367346
88,4,6,0.7333333333333334,1.0,0.9039795918367346,1.9088527196120704,4.741328368623362e-13,903.9795918367346
88,4,7,0.8,1.0,0.9039795918367346,1.917028905218904,5.063710910713505e-13,903.9795918367346
88,4,8,0.8666666666666667,1.0,0.9039795918367346,1.9236617849087148,5.386952808393953e-13,903.9795918367346
88,4,9,0.9333333333333333,1.0,0.9039795918367346,1.9291985459945316,5.715992094905789e-13,903.9795918367346
88,4,10,1.0,1.0,0.9039795918367346,1.9337685800194557,6.043081715751512e-13,903.9795918367346
88,5,1,0.4,1.1666666666666665,0.9039795918367346,1.8309320246207748,3.656567700597499e-13,903.9795918367346
88,5,2,0.4666666666666667,1.1666666666666665,0.9039795918367346,1.8602927441693498,3.9643559808772216e-13,903.9795918367346
88,5,3,0.5333333333333333,1.1666666666666665,0.9039795918367346,1.8821427560699653,4.2973328694778657e-13,903.9795918367346
88,5,4,0.6000000000000001,1.1666666666666665,0.9039795918367346,1.8985491768440534,4.64165447319407e-13,903.9795918367346
88,5,5,0.6666666666666667,1.1666666666666665,0.9039795918367346,1.9113670625495571,4.996965483866229e-13,903.9795918367346
88,5,6,0.7333333333333334,1.1666666666666665,0.9039795918367346,1.921395603590605,5.354757387642214e-13,903.9795918367346
88,5,7,0.8,1.1666666666666665,0.9039795918367346,1.9295243057881886,5.720294564442839e-13,903.9795918367346
88,5,8,0.8666666666666667,1.1666666666666665,0.9039795918367346,1.9361195541416902,6.086744524143945e-13,903.9795918367346
88,5,9,0.9333333333333333,1.1666666666666665,0.9039795918367346,1.9416233994613854,6.459506615245902e-13,903.9795918367346
88,5,10,1.0,1.1666666666666665,0.9039795918367346,1.9461658088985374,6.829962353197961e-13,903.9795918367346
88,6,1,0.4,1.3333333333333333,0.9039795918367346,1.8394695006546737,4.0804451224509663e-13,903.9795918367346
88,6,2,0.4666666666666667,1.3333333333333333,0.9039795918367346,1.868747151663022,4.428907962223986e-13,903.9795918367346
88,6,3,0.5333333333333333,1.3333333333333333,0.9039795918367346,1.8905189128589475,4.803210475303989e-13,903.9795918367346
88,6,4,0.6000000000000001,1.3333333333333333,0.9039795918367346,1.9068671849008647,5.190212785935015e-13,903.9795918367346
88,6,5,0.6666666666666667,1.3333333333333333,0.9039795918367346,1.9196420254855686,5.589735441031838e-13,903.9795918367346
88,6,6,0.7333333333333334,1.3333333333333333,0.9039795918367346,1.9296309376685619,5.990951712768622e-13,903.9795918367346
88,6,7,0.8,1.3333333333333333,0.9039795918367346,1.9377284876353176,6.400980064453144e-13,903.9795918367346
88,6,8,0.8666666666666667,1.3333333333333333,0.9039795918367346,1.9443002648295906,6.812283381443831e-13,903.9795918367346
88,6,9,0.9333333333333333,1.3333333333333333,0.9039795918367346,1.949781340208656,7.229964862114719e-13,903.9795918367346
88,6,10,1.0,1.3333333333333333,0.9039795918367346,1.9543057243636426,7.645207061899362e-13,903.9795918367346
88,7,1,0.4,1.5,0.9039795918367346,1.8454561252618196,4.521879326492679e-13,903.9795918367346
88,7,2,0.4666666666666667,1.5,0.9039795918367346,1.8746540758056152,4.909837361991073e-13,903.9795918367346
88,7,3,0.5333333333333333,1.5,0.9039795918367346,1.896372139782794,5.327200492215811e-13,903.9795918367346
88,7,4,0.6000000000000001,1.5,0.9039795918367346,1.912676684703273,5.757897093838323e-13,903.9795918367346
88,7,5,0.6666666666666667,1.5,0.9039795918367346,1.9254136317518729,6.201753061766045e-13,903.9795918367346
88,7,6,0.7333333333333334,1.5,0.9039795918367346,1.9353762315138172,6.648063354675143e-13,903.9795918367346
88,7,7,0.8,1.5,0.9039795918367346,1.9434511296899866,7.103829728981677e-13,903.9795918367346
88,7,8,0.8666666666666667,1.5,0.9039795918367346,1.9500026573746476,7.560551909556511e-13,903.9795918367346
88,7,9,0.9333333333333333,1.5,0.9039795918367346,1.9554690582231191,8.024833385121099e-13,903.9795918367346
88,7,10,1.0,1.5,0.9039795918367346,1.959980499227627,8.486170945941846e-13,903.9795918367346
88,8,1,0.4,1.6666666666666665,0.9039795918367346,1.849720954554649,4.964405791364071e-13,903.9795918367346
88,8,2,0.4666666666666667,1.6666666666666665,0.9039795918367346,1.878869162272352,5.392785917442407e-13,903.9795918367346
88,8,3,0.5333333333333333,1.6666666666666665,0.9039795918367346,1.9005478505879472,5.852886582776904e-13,903.9795918367346
88,8,4,0.6000000000000001,1.6666666666666665,0.9039795918367346,1.9168217065719382,6.327311913303641e-13,903.9795918367346
88,8,5,0.6666666666666667,1.6666666666666665,0.9039795918367346,1.9295348051160894,6.816098876190056e-13,903.9795918367346
88,8,6,0.7333333333333334,1.6666666666666665,0.9039795918367346,1.9394781596184898,7.307388561854435e-13,903.9795918367346
88,8,7,0.8,1.6666666666666665,0.9039795918367346,1.9475371216087918,7.808967988128095e-13,903.9795918367346
88,8,8,0.8666666666666667,1.6666666666666665,0.9039795918367346,1.9540759403025678,8.311581843512545e-13,903.9795918367346
88,8,9,0.9333333333333333,1.6666666666666665,0.9039795918367346,1.9595314583622492,8.822411271155182e-13,903.9795918367346
88,8,10,1.0,1.6666666666666665,0.9039795918367346,1.9640338025841408,9.329951360354634e-13,903.9795918367346
88,9,1,0.4,1.8333333333333333,0.9039795918367346,1.8528912142057792,5.410221898099071e-13,903.9795918367346
88,9,2,0.4666666666666667,1.8333333333333333,0.9039795918367346,1.8820045083771468,5.879847731464915e-13,903.9795918367346
88,9,3,0.5333333333333333,1.8333333333333333,0.9039795918367346,1.903652324229081,6.38255058786025e-13,903.9795918367346
88,9,4,0.6000000000000001,1.8333333333333333,0.9039795918367346,1.9199034889868665,6.900981008647899e-13,903.9795918367346
88,9,5,0.6666666666666667,1.8333333333333333,0.9039795918367346,1.932599937978958,7.435332874041311e-13,903.9795918367346
88,9,6,0.7333333333333334,1.8333333333333333,0.9039795918367346,1.9425283561170934,7.971677740471513e-13,903.9795918367346
88,9,7,0.8,1.8333333333333333,0.9039795918367346,1.9505755821716386,8.519381413478879e-13,903.9795918367346
88,9,8,0.8666666666666667,1.8333333333333333,0.9039795918367346,1.9571055759788094,9.068436855336297e-13,903.9795918367346
88,9,9,0.9333333333333333,1.8333333333333333,0.9039795918367346,1.9625526538429834,9.62597776532881e-13,903.9795918367346
88,9,10,1.0,1.8333333333333333,0.9039795918367346,1.9670483079186103,1.0180048238883778e-12,903.9795918367346
88,10,1,0.4,2.0,0.9039795918367346,1.855358511193187,5.868286641805012e-13,903.9795918367346
88,10,2,0.4666666666666667,2.0,0.9039795918367346,1.8844367428755269,6.378244321398032e-13,903.9795918367346
88,10,3,0.5333333333333333,2.0,0.9039795918367346,1.9060610504819913,6.924844824629948e-13,903.9795918367346
88,10,4,0.6000000000000001,2.0,0.9039795918367346,1.9222935536745083,7.488031883394276e-13,903.9795918367346
88,10,5,0.6666666666666667,2.0,0.9039795918367346,1.9349740969306979,8.067964833272368e-13,903.9795918367346
88,10,6,0.7333333333333334,2.0,0.9039795918367346,1.9448914165264033,8.65057272625409e-13,903.9795918367346
88,10,7,0.8,2.0,0.9039795918367346,1.9529292209958558,9.24528920113363e-13,903.9795918367346
88,10,8,0.8666666666666667,2.0,0.9039795918367346,1.9594508678191063,9.841133567795635e-13,903.9795918367346
88,10,9,0.9333333333333333,2.0,0.9039795918367346,1.96489184703884,1.0446586934204036e-12,903.9795918367346
88,10,10,1.0,2.0,0.9039795918367346,1.9693821795787165,1.1048108142238938e-12,903.9795918367346
89,1,1,0.4,0.5,0.9148979591836734,1.673955880062494,2.495907379678283e-13,914.8979591836735
89,1,2,0.4666666666666667,0.5,0.9148979591836734,1.7041927212984358,2.6471896789779406e-13,914.8979591836735
89,1,3,0.5333333333333333,0.5,0.9148979591836734,1.7271680002124947,2.8314873486418917e-13,914.8979591836735
89,1,4,0.6000000000000001,0.5,0.9148979591836734,1.7445583660730484,3.028827085754475e-13,914.8979591836735
89,1,5,0.6666666666666667,0.5,0.9148979591836734,1.7581748316035901,3.2357701637711333e-13,914.8979591836735
89,1,6,0.7333333333333334,0.5,0.9148979591836734,1.7689506060727334,3.4499854991899766e-13,914.8979591836735
89,1,7,0.8,0.5,0.9148979591836734,1.7777088751564183,3.67026193116878e-13,914.8979591836735
89,1,8,0.8666666666666667,0.5,0.9148979591836734,1.7848021124842333,3.891288635002103e-13,914.8979591836735
89,1,9,0.9333333333333333,0.5,0.9148979591836734,1.790773550970474,4.119342873047043e-13,914.8979591836735
89,1,10,1.0,0.5,0.9148979591836734,1.7957057873476998,4.3463106922101923e-13,914.8979591836735
89,2,1,0.4,0.6666666666666666,0.9148979591836734,1.753079613466046,2.6042477679232963e-13,914.8979591836735
89,2,2,0.4666666666666667,0.6666666666666666,0.9148979591836734,1.7833721972129617,2.794924099167246e-13,914.8979591836735
89,2,3,0.5333333333333333,0.6666666666666666,0.9148979591836734,1.8060802997061318,3.0104587513918445e-13,914.8979591836735
89,2,4,0.6000000000000001,0.6666666666666666,0.9148979591836734,1.8231865982580486,3.2367861107617503e-13,914.8979591836735
89,2,5,0.6666666666666667,0.6666666666666666,0.9148979591836734,1.836573992724829,3.472236941901282e-13,914.8979591836735
89,2,6,0.7333333333333334,0.6666666666666666,0.9148979591836734,1.8470883525522837,3.711927805135565e-13,914.8979591836735
89,2,7,0.8,0.6666666666666666,0.9148979591836734,1.8556213434772337,3.9576206403972896e-13,914.8979591836735
89,2,8,0.8666666666666667,0.6666666666666666,0.9148979591836734,1.8625459485928553,4.204310443465141e-13,914.8979591836735
89,2,9,0.9333333333333333,0.6666666666666666,0.9148979591836734,1.8683400337945673,4.4565793400702237e-13,914.8979591836735
89,2,10,1.0,0.6666666666666666,0.9148979591836734,1.8731246021238324,4.707529959562239e-13,914.8979591836735
89,3,1,0.4,0.8333333333333333,0.9148979591836734,1.791764757395381,2.9029482165349465e-13,914.8979591836735
89,3,2,0.4666666666666667,0.8333333333333333,0.9148979591836734,1.8218659858555388,3.1325163618766053e-13,914.8979591836735
89,3,3,0.5333333333333333,0.8333333333333333,0.9148979591836734,1.8442976182449815,3.383215867708944e-13,914.8979591836735
89,3,4,0.6000000000000001,0.8333333333333333,0.9148979591836734,1.8611907289449205,3.645464831287956e-13,914.8979591836735
89,3,5,0.6666666666666667,0.8333333333333333,0.9148979591836734,1.8744189187860283,3.9181393618069365e-13,914.8979591836735
89,3,6,0.7333333333333334,0.8333333333333333,0.9148979591836734,1.884765220912467,4.1926231351686907e-13,914.8979591836735
89,3,7,0.8,0.8333333333333333,0.9148979591836734,1.8931673313934292,4.4741303926046667e-13,914.8979591836735
89,3,8,0.8666666666666667,0.8333333333333333,0.9148979591836734,1.8999952031806753,4.757307171724063e-13,914.8979591836735
89,3,9,0.9333333333333333,0.8333333333333333,0.9148979591836734,1.905687184314868,5.04491538414263e-13,914.8979591836735
89,3,10,1.0,0.8333333333333333,0.9148979591836734,1.9103921805230948,5.331364006510768e-13,914.8979591836735
89,4,1,0.4,1.0,0.9148979591836734,1.8137100187517348,3.2827181438453323e-13,914.8979591836735
89,4,2,0.4666666666666667,1.0,0.9148979591836734,1.8435715121039549,3.549418006063915e-13,914.8979591836735
89,4,3,0.5333333333333333,1.0,0.9148979591836734,1.8658412542090712,3.84060385169406e-13,914.8979591836735
89,4,4,0.6000000000000001,1.0,0.9148979591836734,1.8825890526448856,4.1429814359490096e-13,914.8979591836735
89,4,5,0.6666666666666667,1.0,0.9148979591836734,1.895684494638483,4.4556368479643795e-13,914.8979591836735
89,4,6,0.7333333333333334,1.0,0.9148979591836734,1.9059412166993002,4.771164329830459e-13,914.8979591836735
89,4,7,0.8,1.0,0.9148979591836734,1.914262211843622,5.09391377375593e-13,914.8979591836735
89,4,8,0.8666666666666667,1.0,0.9148979591836734,1.9210156046006024,5.4176086614975e-13,914.8979591836735
89,4,9,0.9333333333333333,1.0,0.9148979591836734,1.9266554857876834,5.747204632868786e-13,914.8979591836735
89,4,10,1.0,1.0,0.9148979591836734,1.931312776661207,6.074931227853497e-13,914.8979591836735
89,5,1,0.4,1.1666666666666665,0.9148979591836734,1.8270129130880928,3.6896588456831413e-13,914.8979591836735
89,5,2,0.4666666666666667,1.1666666666666665,0.9148979591836734,1.8567455534186148,3.9954416034978793e-13,914.8979591836735
89,5,3,0.5333333333333333,1.1666666666666665,0.9148979591836734,1.878904209035254,4.327319712306426e-13,914.8979591836735
89,5,4,0.6000000000000001,1.1666666666666665,0.9148979591836734,1.8955623170187945,4.671094478637728e-13,914.8979591836735
89,5,5,0.6666666666666667,1.1666666666666665,0.9148979591836734,1.908587495977321,5.026162843321132e-13,914.8979591836735
89,5,6,0.7333333333333334,1.1666666666666665,0.9148979591836734,1.9187854846273962,5.383959323409274e-13,914.8979591836735
89,5,7,0.8,1.1666666666666665,0.9148979591836734,1.927057249364365,5.74969169071785e-13,914.8979591836735
89,5,8,0.8666666666666667,1.1666666666666665,0.9148979591836734,1.9337716116337933,6.116427717112579e-13,914.8979591836735
89,5,9,0.9333333333333333,1.1666666666666665,0.9148979591836734,1.9393772662394893,6.489574446959407e-13,914.8979591836735
89,5,10,1.0,1.1666666666666665,0.9148979591836734,1.9440058227731962,6.860502892934934e-13,914.8979591836735
89,6,1,0.4,1.3333333333333333,0.9148979591836734,1.8357584216846718,4.1146952217079814e-13,914.8979591836735
89,6,2,0.4666666666666667,1.3333333333333333,0.9148979591836734,1.8654064700467685,4.460961360409506e-13,914.8979591836735
89,6,3,0.5333333333333333,1.3333333333333333,0.9148979591836734,1.8874844410714546,4.833945445480811e-13,914.8979591836735
89,6,4,0.6000000000000001,1.3333333333333333,0.9148979591836734,1.9040825392534027,5.220233969695588e-13,914.8979591836735
89,6,5,0.6666666666666667,1.3333333333333333,0.9148979591836734,1.9170633006384898,5.61938015149839e-13,914.8979591836735
89,6,6,0.7333333333333334,1.3333333333333333,0.9148979591836734,1.9272201308932233,6.020443506123251e-13,914.8979591836735
89,6,7,0.8,1.3333333333333333,0.9148979591836734,1.9354595610792953,6.430533839962967e-13,914.8979591836735
89,6,8,0.8666666666666667,1.3333333333333333,0.9148979591836734,1.942149589271892,6.842009105651301e-13,914.8979591836735
89,6,9,0.9333333333333333,1.3333333333333333,0.9148979591836734,1.9477315167633797,7.259937558017628e-13,914.8979591836735
